DSAA31-1900K0T77,19999,-0.25656523368103173
DSAA31-A900JQR50,22990,0.05735851920911591
DSAA31-1900K0SXN,35990,1.4217880703866215
DSAA31-A900JQRLA,18990,-0.36246595807627047
DSAA31-A900JTIUG,22990,0.05735851920911591
DSAA31-A900K19GS,22990,0.05735851920911591
DSAA31-1900JVJRC,23990,0.1623146385304625
DSAA31-A900K23IM,25990,0.37222687717315567
DSAA31-A900JQRNZ,30990,0.8970074737798887
DSAA31-A900JQR5L,24990,0.2672707578518091
DSAA31-1900JZ4LO,33990,1.2118758317439284
DSAA31-A900K1VWZ,29888,0.7813458302877647
DSAA31-1900JZ44W,29990,0.792051354458542
DSAA31-A900K1RRX,27990,0.5821391158158489
DSAA31-A900JQR53,21990,-0.04759760011223068
DSAA31-1900JPDOY,22990,0.05735851920911591
DSAA31-A900K1VYC,29888,0.7813458302877647
DSAA31-1900K1BBW,24888,0.25656523368103173
DSAA31-A900IFZBC,25888,0.3615213530023783
DSAAOC-1900JZ40C,25990,0.37222687717315567
DSAA31-A900K282V,32888,1.0962141882518044
DSAA31-A900K1RRB,27990,0.5821391158158489
DSAA31-A900IFZEN,47990,2.681261502242781
DSAA31-A900JQRNY,47990,2.681261502242781
DSAA31-A900J29WS,43990,2.2614370249573943
DSAA31-A900J1950,43990,2.2614370249573943
DSAA31-A900IDS7J,43990,2.2614370249573943
DSAA31-A900JTLW5,43990,2.2614370249573943
DSAA31-1900JZ4TK,47990,2.681261502242781
DSAA31-A900IV5FM,42990,2.1564809056360477
DSAA31-1900JVJNR,43990,2.2614370249573943
DSAA31-A900JQR4K,40990,1.9465686669933544
DSAA31-A900IVERT,43990,2.2614370249573943
DSAA31-1900JZZ83,42990,2.1564809056360477
DSAA31-1900K0X0E,38888,1.725950904179884
DSAA31-A900JVF0M,40990,1.9465686669933544
DSAA31-A900JVF8Y,40990,1.9465686669933544
DSAA31-1900JZQ5I,40990,1.9465686669933544
DSAA31-1900K0XYQ,38888,1.725950904179884
DSAA31-A900JQRLX,28990,0.6870952351371954
DSAA31-A900K2SUT,15990,-0.6773343160403102
DSAA31-A900K23KB,25990,0.37222687717315567
DSAA31-A900K2SV2,15990,-0.6773343160403102
